idV,idC,asignado,distancia
1,14,1,0.58292213932539
2,14,1,0.232786928977482
3,14,1,0.0166248919342843
4,15,1,0.209078823560404
5,9,1,1.56851582413295
6,3,1,0.487624587873747
7,14,1,0.603540992427244
8,14,1,0.456561810761678
9,27,1,0.548391832515842
10,27,1,0.193841995775575
11,27,1,0.704282812756589
12,27,1,0.628986954358509
13,27,1,0.276856501186949
14,30,1,1.9476771354366
15,3,1,0.784475244396921
16,22,1,0.281763025202228
17,3,1,1.22018125963666
18,30,1,1.60350388056172
19,27,1,0.393454685788072
20,27,1,0.66080150838159
21,27,1,0.399760153282346
22,30,1,1.4691910322582
23,3,1,0.0960331031417576
24,9,1,1.78683549942596
25,3,1,0.561575434792785
26,22,1,0.197298401546848
27,22,1,0.828623748502696
28,27,1,0.357692351918695
29,22,1,0.438482452518357
30,30,1,1.79079417662363
31,9,1,2.01227404955967
32,14,1,0.992857506487048
33,22,1,0.501591475551431
34,27,1,0.399867569665649
35,3,1,0.82381512120289
36,30,1,1.11068580302626
37,22,1,0.13981731092135
38,3,1,0.428405356681932
39,30,1,1.41140216923023
40,30,1,1.349992665192
41,14,1,1.80656920354296
42,14,1,0.309259451961072
43,30,1,1.32747931135931
44,3,1,0.221403015097784
45,3,1,1.82571790144047
46,14,1,1.62889212819643
47,30,1,1.75677985513213
48,3,1,1.2103368155492
49,30,1,1.88804828031256
50,30,1,1.46586557805371
51,22,1,0.220523839841278
52,3,1,0.485608203097207
53,15,1,0.708479711791195
54,3,1,1.6056441925288
55,27,1,0.455773813457337
56,27,1,0.629624072110944
57,22,1,0.288307219226059
58,3,1,0.669323556132937
59,22,1,0.608881731127727
60,27,1,0.575203578245524
61,3,1,0.450357436945766
62,30,1,1.78396476358291
63,27,1,0.264282962893246
64,15,1,0.85878087890716
65,3,1,0.443337206053583
66,30,1,1.4535255635061
67,22,1,0.472774523977643
68,15,1,1.18737223190823
69,14,1,1.69936300606661
70,30,1,1.55269614931789
71,27,1,0.643580177189367
72,15,1,0.120752322144942
73,15,1,0.682949409488047
74,9,1,1.88528887038072
75,15,1,0.962275352791843
76,15,1,0.19506228308264
77,22,1,0.0861909342013836
78,22,1,0.511515843789137
79,27,1,0.20548502253412
80,3,1,0.369171911578258
81,15,1,0.187453593907177
82,22,1,0.372794854647705
83,27,1,0.430676065066327
84,22,1,0.407949155526195
85,3,1,1.43812027298488
86,22,1,0.799859035257463
87,3,1,1.56486409488015
88,3,1,0.662822375666826
89,22,1,0.562867192768648
90,22,1,0.448730628063884
91,22,1,0.648886105846313
92,15,1,1.37599117308002
93,9,1,1.73201936956419
94,9,1,1.70358126370284
95,3,1,1.52997369651914
96,3,1,0.611763869207587
97,15,1,0.416284366440403
98,27,1,0.461016254928155
99,3,1,1.59078019873686
100,3,1,1.62501974053975
101,27,1,0.323896646259828
102,3,1,1.58458707629648
103,22,1,0.248967247532231
104,22,1,0.177849210062952
105,30,1,1.36343907249405
106,22,1,0.171196687740441
107,27,1,0.459375820619693
108,15,1,0.48119056088554
109,15,1,0.690417133943316
110,15,1,0.384648584863621
111,27,1,0.542407216638609
112,22,1,0.378414146690764
113,30,1,1.19762405999644
114,22,1,0.392424797138108
115,27,1,0.792177743580975
116,3,1,1.59711329835291
117,22,1,0.785203825149069
118,27,1,0.667326261948393
119,3,1,0.937917063923277
120,22,1,0.435834633147979
121,30,1,1.52081051213278
122,22,1,0.474303750592098
123,27,1,0.282604142601213
124,22,1,0.522240162305352
125,27,1,0.774117575281776
126,22,1,0.871939214648757
127,15,1,1.2208478205162
128,15,1,1.3666512653947
129,3,1,1.43470378740883
130,30,1,1.08374011145816
131,15,1,0.392604042441316
132,15,1,0.555204970345306
133,27,1,0.24703450663142
134,30,1,1.60992321207132
135,22,1,0.222055682404021
136,15,1,0.710419388482802
137,15,1,0.726781757139835
138,30,1,1.13424502515805
139,15,1,0.826508359233967
140,27,1,0.814291788708702
141,22,1,0.142707099397264
142,15,1,0.640055286130067
143,9,1,1.76391757932397
144,14,1,1.59300224329648
145,27,1,0.627736762988248
146,22,1,0.473324482904264
147,15,1,1.39702429857069
148,3,1,1.52879001051421
149,3,1,0.738083736438627
150,15,1,1.39336437389689
151,27,1,0.363289569091336
152,3,1,1.87367422085484
153,15,1,0.460454184316298
154,15,1,1.21342596564714
155,15,1,0.600258419639632
156,22,1,0.393352749086527
157,27,1,0.153622021810462
158,22,1,0.985887811609474
159,27,1,0.384813969763983
160,3,1,1.68802049743228
161,15,1,0.893378907931819
162,3,1,1.40728545126538
163,30,1,1.47652567040227
164,30,1,0.0941002310549697
165,22,1,0.406258770378553
166,15,1,1.09755353154066
167,14,1,1.51967826081873
168,22,1,0.553215014491009
169,15,1,1.01368561332402
170,30,1,1.74588173748481
171,27,1,0.513874622988073
172,22,1,0.342146782194461
173,14,1,1.59631628051038
174,27,1,0.494314049065692
175,30,1,1.37376786045666
176,9,1,1.63231454019988
177,27,1,0.462433923670613
178,15,1,1.2851259601906
179,9,1,1.56349280547371
180,30,1,0.223554575940951
181,27,1,0.395300771397601
182,27,1,0.31100513399831
183,15,1,0.37169838325408
184,22,1,0.399766118203802
185,27,1,0.364566574022656
186,9,1,1.37826968990253
187,27,1,0.850554174043707
188,9,1,0.231020322186322
189,14,1,1.69133213495824
190,15,1,0.915112043522507
191,27,1,0.449328143867731
192,9,1,1.25974158777172
193,15,1,0.506796994803498
194,9,1,0.4951215702779
195,15,1,1.39815849984561
196,27,1,0.588725413905771
