idVotante,idCentro,distancia
8,25,0.0851274916849609
8,26,0.9105480519093588
8,27,0.7312944395954573
8,28,0.8964473395299448
8,29,0.5183016998495228
8,30,0.6092064252850586
9,1,1.212975396504316
9,2,0.9558013951452206
9,3,0.9792299490006392
9,4,1.0927479001837488
9,5,0.6860153792431781
9,6,0.3316540743094389
9,7,0.301440123415397
9,8,1.4081065184912467
9,9,1.2073392119584159
9,10,0.34246384232764016
9,11,0.4962175092140317
9,12,0.9658615267356286
9,13,0.8046928076877897
9,14,0.7691079459619864
9,15,0.4248812064185199
9,16,0.8143720388326888
9,17,0.3471379179648035
9,18,0.6216527823511763
9,19,0.45791372797466895
9,20,0.7887514870618504
9,21,0.9258773900234897
9,22,0.7157756169846932
9,23,0.6483864618614832
9,24,0.6408072493202321
9,25,0.24604063773222842
9,26,0.6650828162564548
9,27,0.548391832515842
9,28,0.9568619141788803
9,29,0.41488057308685194
9,30,0.3380829044494791
10,1,1.2055436276835059
10,2,0.5974464141868695
10,3,0.6125726201572407
10,4,0.6505397941062222
10,5,0.8983841806087066
10,6,0.5035088269080797
10,7,0.2180885265680209
10,8,1.5337335674323107
10,9,0.83202479532765
10,10,0.7680717751680888
10,11,0.33923873360024204
10,12,0.5462428456180226
10,13,0.5084394996465538
10,14,0.8461160283851598
10,15,0.3245493844092572
10,16,1.228120200043415
10,17,0.8073971694945444
10,18,0.8689057072642522
10,19,0.9063567310447349
10,20,1.0062860227245811
10,21,1.3697956275588044
10,22,1.1695076805620137
10,23,0.509727547752337
10,24,0.3134662653881388
10,25,0.49711068876511416
10,26,0.4278756192781954
10,27,0.1938419957755749
10,28,1.401495933875048
10,29,0.8751323250755038
10,30,0.7313066933317303
11,1,1.2312151866452012
11,2,0.7605701344985945
11,3,0.2803757550045972
11,4,0.4940699260081588
11,5,1.2650374007253875
11,6,0.988512722459639
11,7,0.8705088376061352
11,8,1.6764978054527289
11,9,0.31435868867416655
11,10,1.345789198014166
11,11,0.9054330851292808
11,12,0.5743604881139496
11,13,0.8374592517783347
11,14,1.0886511109395856
11,15,0.7494633132540807
11,16,1.7573730399840761
11,17,1.4307384182381482
11,18,1.2763113520250537
11,19,1.4996969669798752
11,20,1.3521565078052369
11,21,1.9379835715622098
11,22,1.7630893659089881
11,23,1.0096859384628953
11,24,0.7408805675312581
11,25,1.0334316359626345
11,26,0.8782274796339071
11,27,0.7042828127565887
11,28,1.9700738828039364
11,29,1.499757785792443
11,30,1.3853315670262263
12,1,1.834741541040741
12,2,0.25544731995482084
12,3,0.9325127713487628
12,4,0.21213416288299183
12,5,1.657489009323415
12,6,1.2726372694299433
12,7,0.8750939436045068
12,8,2.2320656668606613
12,9,1.019770319605415
12,10,1.5131366159610657
12,11,0.7261642892528544
12,12,0.22558886021681862
12,13,0.4374121959034876
12,14,1.564230380101073
12,15,1.068512830363798
12,16,1.9832624745486669
12,17,1.505326110133732
12,18,1.6348339110457468
12,19,1.6336806700194715
12,20,1.7630478460071324
12,21,2.1014081660543416
12,22,1.8857652049101223
12,23,0.6876003050541075
12,24,0.5412219417682987
12,25,1.2657326136567282
12,26,0.5779098478216226
12,27,0.6289869543585086
12,28,2.13206804467183
12,29,1.5663065181046916
12,30,1.3301386369213333
13,1,1.6010302970160242
13,2,0.15664357527513215
13,3,0.8026669089451598
13,4,0.33325647426367927
13,5,1.3403235603033385
13,6,0.9424782111721453
13,7,0.5194309104991189
13,8,1.9613156300398984
13,9,0.9609409667662808
13,10,1.1594677001859812
13,11,0.37727957777072474
13,12,0.17374649881160872
13,13,0.1676971519373532
13,14,1.2776644553017116
13,15,0.7611554658526766
13,16,1.6308351534128864
13,17,1.148335095185532
13,18,1.3094683378391707
13,19,1.2773388211114636
13,20,1.4482351323858904
13,21,1.744848805418784
13,22,1.528762125146909
13,23,0.38607520377930926
13,24,0.18476381318176696
13,25,0.9254019890867351
13,26,0.2548210223494347
13,27,0.27685650118694893
13,28,1.7754223820015862
13,29,1.2095224891339276
13,30,0.9800071092039717
14,1,0.8054920635231975
14,2,1.6958444834043562
14,3,0.779082355081954
14,4,1.4493922012631884
14,5,1.3082403817001096
14,6,1.3259934115515923
14,7,1.5444475136116405
14,8,1.239334578570495
14,9,0.6409913326013773
14,10,1.6845757128542849
14,11,1.68768805958846
14,12,1.518037808470087
14,13,1.7338644186053906
14,14,1.0610797929517262
14,15,1.1882298147154289
14,16,1.9091178093345345
14,17,1.8518518676719204
14,18,1.3719701858181734
14,19,1.834396568370754
14,20,1.3277915758488732
14,21,2.1389067645040307
14,22,2.050361358493874
14,23,1.8412683475917206
14,24,1.5859000328294246
14,25,1.4138401902171795
14,26,1.728267076023016
14,27,1.5016151820337573
14,28,2.167136068288458
14,29,1.9121429821322966
14,30,1.9476771354365996
15,1,1.3760947097509149
15,2,1.4652207315266623
15,3,0.7844752443969214
15,4,1.1506459786847552
15,5,1.7108995740862691
15,6,1.5710055734952821
15,7,1.5872852383874536
15,8,1.8411623523817546
15,9,0.5571729877739672
15,10,1.9514443127890686
15,11,1.6463592866930858
15,12,1.2761821266410343
15,13,1.5687336799197347
15,14,1.4761367649404005
15,15,1.3593264378953513
15,16,2.2879024577806266
15,17,2.076262011127219
15,18,1.752732191358093
15,19,2.1099303683067876
15,20,1.7650833402912944
15,21,2.4989505794268423
15,22,2.3603705088754197
15,23,1.7524597024177302
15,24,1.4839806447974186
15,25,1.6406524700694913
15,26,1.6201948492776312
15,27,1.444583943488001
15,28,2.5300003394223816
15,29,2.1439748695087184
15,30,2.082745856564438
16,1,1.1548947172731483
16,2,1.701737322739568
16,3,1.4811308692266358
16,4,1.8074750610078467
16,5,0.5419469813710761
16,6,0.6979292110823465
16,7,1.044994282448819
16,8,1.0713992842393218
16,9,1.684960561094637
16,10,0.4052852529462732
16,11,1.2418161760833224
16,12,1.6959092303065137
16,13,1.5523303336628738
16,14,0.7886380850307757
16,15,0.9380298211576945
16,16,0.0724820101402189
16,17,0.4966909836633044
16,18,0.4793149139585675
16,19,0.33264011368002605
16,20,0.5431761682361597
16,21,0.2892012994736369
16,22,0.281763025202228
16,23,1.380996059927917
16,24,1.3858485478308884
16,25,0.6682865456718963
16,26,1.4113583331226276
16,27,1.2857738472558924
16,28,0.31765961459597114
16,29,0.47551441355683927
16,30,0.7786188364793623
17,1,0.5904759195029557
17,2,2.1314877143278865
17,3,1.2201812596366612
17,4,1.9419684727330702
17,5,1.2330379960026547
17,6,1.4350230217033333
17,7,1.80376898501845
17,8,0.823103221230957
17,9,1.1694816822265917
17,10,1.71350111810754
17,11,1.9961518284172577
17,12,1.9744214800838098
17,13,2.125206814535893
17,14,1.0294792457114945
17,15,1.39792114745765
17,16,1.780584399785514
17,17,1.9064389881590524
17,18,1.313646092348169
17,19,1.8360068487748007
17,20,1.199681380959156
17,21,2.013567955684246
17,22,1.9917575493436075
17,23,2.1706701260358803
17,24,1.9484551995751627
17,25,1.525599935398014
17,26,2.081302846984257
17,27,1.842279659990814
17,28,2.036164080446482
17,29,1.9526966419654441
17,30,2.0809797013271205
18,1,0.21317907360130475
18,2,1.938580184709671
18,3,1.1617407297451694
18,4,1.839887841664884
18,5,0.6858705476255184
18,6,0.9989274881278832
18,7,1.4533759812463074
18,8,0.2669961177093798
18,9,1.2297274272605692
18,10,1.188128661222733
18,11,1.6747439305280825
18,12,1.8206596224517613
18,13,1.8805420069623484
18,14,0.558990586175309
18,15,1.0581568137477735
18,16,1.1756621279455757
18,17,1.3852945838134514
18,18,0.7677835960995062
18,19,1.2867767264957122
18,20,0.6234136892443014
18,21,1.4053996825411783
18,22,1.4069604265078541
18,23,1.856538685819654
18,24,1.6870752001030975
18,25,1.079131046582125
18,26,1.7983080537799925
18,27,1.5682288807001497
18,28,1.426229225425321
18,29,1.4203668230977955
18,30,1.6035038805617177
19,1,1.4506303852149343
19,2,0.36301546128718043
19,3,0.5705838152138772
19,4,0.20728292583796992
19,5,1.29855383464756
19,6,0.9335914425764927
19,7,0.6247629840357508
19,8,1.849579585767963
19,9,0.7022204682215465
19,10,1.2228279037459322
19,11,0.5727703444875792
19,12,0.188049314976603
19,13,0.4393426052016066
19,14,1.1879858920936897
19,15,0.711364886538866
19,16,1.680449826890858
19,17,1.2542055534894916
19,18,1.2840090147828118
19,19,1.3601374387531717
19,20,1.4012767512271929
19,21,1.8244833670482172
19,22,1.6223166609946562
19,23,0.6369025672622189
19,24,0.38046224040503707
19,25,0.9430658944918583
19,26,0.502044971221538
19,27,0.3934546857880716
19,28,1.8561519277007605
19,29,1.3205705281508404
19,30,1.1374303899100178
20,1,1.9504207521569672
20,2,0.2376713857710976
20,3,1.0738388499023717
20,4,0.3688288313854427
20,5,1.7260889040017982
20,6,1.329443405529281
20,7,0.8942566220582923
20,8,2.331560888479936
20,9,1.1757586551055337
20,10,1.5344544175888715
20,11,0.7121636959560129
20,12,0.32396655340704783
20,13,0.39945101715560205
20,14,1.6535750060243763
20,15,1.1430967599948485
20,16,2.006660372683079
20,17,1.5050833372633328
20,18,1.6962962785588565
20,19,1.6435414957172578
20,20,1.833642130676371
20,21,2.1080242235373707
20,22,1.8868252970442116
20,23,0.6329265899388375
20,24,0.553624665653598
20,25,1.3114244078270472
20,26,0.5476632603435628
20,27,0.66080150838159
20,28,2.1378397000955824
20,29,1.5621962608411497
20,30,1.3048484715004554
21,1,1.1351997606440232
21,2,0.6309787451812912
21,3,0.3355414892898372
21,4,0.5189334374411371
21,5,1.0028763184718335
21,6,0.6710939452445124
21,7,0.524282920464134
21,8,1.5310763119599624
21,9,0.5383299708839007
21,10,1.0080324967852394
21,11,0.597662382025529
21,12,0.4920840572147575
21,13,0.6303489051333538
21,14,0.874525108303436
21,15,0.43314887876247105
21,16,1.4394709478612953
21,17,1.081590858966093
21,18,0.9976364159410864
21,19,1.1585641744341886
21,20,1.101629208574958
21,21,1.6071912722408284
21,22,1.4231483913075542
21,23,0.7353872697311781
21,24,0.47536658711666957
21,25,0.7022507864512858
21,26,0.6180589338115388
21,27,0.3997601532823464
21,28,1.639288052139687
21,29,1.150517758115809
21,30,1.0339963817260787
22,1,0.6217654589971164
22,2,1.302969934870585
22,3,0.3883998803740827
22,4,1.1114451191278185
22,5,0.9125384982402545
22,6,0.8579589805851608
22,7,1.0702916232404944
22,8,1.0899964377797535
22,9,0.3965407847645972
22,10,1.2276738666059033
22,11,1.226779635259484
22,12,1.1422578347209356
22,13,1.3106774252475917
22,14,0.6713830278352407
22,15,0.7086411612638072
22,16,1.5043684337614636
22,17,1.3854447756551178
22,18,0.962487267358892
22,19,1.3819504517896097
22,20,0.9591678483516854
22,21,1.7254775388880028
22,22,1.6127578946434817
22,23,1.389039988809559
22,24,1.1456763980445785
22,25,0.9431457737930906
22,26,1.284927070249393
22,27,1.0504509212515492
22,28,1.7554133888981858
22,29,1.447986304780234
22,30,1.469191032258203
23,1,1.0402195863417854
23,2,0.8911126215082483
23,3,0.09603310314175759
23,4,0.6618752487630837
23,5,1.1150439104099994
23,6,0.8811489686247026
23,7,0.8607762049811406
23,8,1.4891166753675307
23,9,0.19244562399441897
23,10,1.2540223386828124
23,11,0.9433493552196537
23,12,0.714733879108286
23,13,0.9371898261109592
23,14,0.9222466115898243
23,15,0.6514393483822273
23,16,1.6382054704026094
23,17,1.3612719602925791
23,18,1.134797135587976
23,19,1.4114251614439892
23,20,1.1955802003719926
23,21,1.83112838209505
23,22,1.6703884696900955
23,23,1.0737598111533986
23,24,0.8073714694276908
23,25,0.9389849692898647
23,26,0.9500983415641713
23,27,0.7437033374592675
23,28,1.8630045282385872
23,29,1.4298798203837375
23,30,1.353740345635066
24,1,1.529685533311395
24,2,2.8474573212470067
24,3,1.9293335692561635
24,4,2.5920357246571224
24,5,2.1714279467485214
24,6,2.3406193526033054
24,7,2.6523232433935764
24,8,1.7041117212798689
24,9,1.7868354994259557
24,10,2.6434641605929574
24,11,2.8174900579504594
24,12,2.668280723568901
24,13,2.883998975873329
24,14,1.959069162830126
24,15,2.263382939260841
24,16,2.7186156937797334
24,17,2.8332590694582334
24,18,2.2513349215677834
24,19,2.7712005778955033
24,20,2.139904949821317
24,21,2.950689390799366
24,22,2.9319088951365697
24,23,2.9791502793337563
24,24,2.7304031597570533
24,25,2.432190057691924
24,26,2.871589035538472
24,27,2.639826113813213
24,28,2.9725207390888455
24,29,2.8826601426415386
24,30,2.9884097008914963
25,1,1.3431177580045324
25,2,1.1558334170377422
25,3,0.5615754347927847
25,4,0.8417047614007018
25,5,1.5631988692026113
25,6,1.3629672895312672
25,7,1.3153737575660664
25,8,1.813478950596217
25,9,0.3625387110472297
25,10,1.737835882204273
25,11,1.3550939688541361
25,12,0.9669042581486359
25,13,1.2620905308879757
25,14,1.3466101736025262
25,15,1.1355858514624972
25,16,2.1113212652056217
25,17,1.8446115361087123
25,18,1.5929907134836034
25,19,1.8954553275179744
25,20,1.632264794959065
25,21,2.3100353343800255
25,22,2.1536355879543203
25,23,1.4523815721075257
25,24,1.1853814807790968
25,25,1.4229215660512087
25,26,1.3189939119873573
25,27,1.1543145537463682
25,28,2.3417556056646607
25,29,1.913346647507995
25,30,1.8238246139748397
26,1,1.2157552740385391
26,2,1.6544563518156945
26,3,1.4844444616205916
26,4,1.774747174796465
26,5,0.5879534053346592
26,6,0.6890168676264473
26,7,0.9992520757167275
26,8,1.1541362819294778
26,9,1.693829298025108
26,10,0.3596593340362726
26,11,1.18750231611389
26,12,1.6577058484052951
26,13,1.5002551192052964
26,14,0.8304346352052638
26,15,0.927568938193221
26,16,0.1270376175088428
26,17,0.4219693223400387
26,18,0.5179404215509342
26,19,0.26000766186721636
26,20,0.6033079548906495
26,21,0.2644537298321049
26,22,0.1972984015468479
26,23,1.320040310908675
26,24,1.3394383922587643
26,25,0.6481337289505728
26,26,1.35713629914496
26,27,1.243631851546175
26,28,0.2960579363665678
26,29,0.3940576908615708
26,30,0.7003094350246685
27,1,0.8132722106340964
27,2,1.9794567091478077
27,3,1.4854523018454344
27,4,1.9996200245586921
27,5,0.4938029477115491
27,6,0.8837833654539604
27,7,1.353212460855491
27,8,0.5634332211255818
27,9,1.641552299846743
27,10,0.8123651697588413
27,11,1.578699567573451
27,12,1.9236392963094322
27,13,1.8622745458196561
27,14,0.6596706654938378
27,15,1.0824480625400277
27,16,0.5517514832238841
27,17,0.9774715682142529
27,18,0.5163909596478263
27,19,0.8266532858427823
27,20,0.3939615777995134
27,21,0.7516277692143952
27,22,0.8286237485026963
27,23,1.7453135944091895
27,24,1.6736429421929806
27,25,0.9131323698514296
27,26,1.73899919085908
27,27,1.5573423177859735
27,28,0.7652537962994961
27,29,0.9801395632790904
27,30,1.2543214756111243
28,1,1.5544498720336777
28,2,0.22979284844036127
28,3,0.6990100027451748
28,4,0.1978254509858931
28,5,1.3565099574328048
28,6,0.9738306155350418
28,7,0.6046202510374553
28,8,1.939211433134921
28,9,0.8357724987662676
28,10,1.2309358934231873
28,11,0.5051418330216861
28,12,0.07599940051923539
28,13,0.31787044666107744
28,14,1.266287844993189
28,15,0.7674990540097129
28,16,1.6973514217600512
28,17,1.2411499332646052
28,18,1.334529933735628
28,19,1.3593395097726633
28,20,1.4620335731995613
28,21,1.826944148116497
28,22,1.6171251993906748
28,23,0.5370224087448148
28,24,0.30539806905805295
28,25,0.9709319903230315
28,26,0.4036252608244118
28,27,0.35769235191869486
28,28,1.8581437045666722
28,29,1.3051902283485388
28,30,1.0965081532755732
29,1,0.9689691412804287
29,2,1.5026730822641925
29,3,1.229942900958732
29,4,1.58276953843852
29,5,0.3283377927505661
29,6,0.45466758471753055
29,7,0.8504799691737579
29,8,0.9786852616811366
29,9,1.4337071458032757
29,10,0.25941300156364006
29,11,1.0639237719246435
29,12,1.4800573757188338
29,13,1.3650501766958418
29,14,0.5636088534408802
29,15,0.6937938569680283
29,16,0.32225678660133467
29,17,0.4329815457622329
29,18,0.2522083597876762
29,19,0.301662982569989
29,20,0.368458106430668
29,21,0.5304172015314846
29,22,0.43848245251835744
29,23,1.2191856509242542
29,24,1.1876764992687523
29,25,0.4383005112546397
29,26,1.2308114458307955
29,27,1.0801515942337434
29,28,0.5609335772912906
29,29,0.44864220126244664
29,30,0.7031652394406062
30,1,0.7836469862734341
30,2,1.5127933220722793
30,3,0.5958591407492905
30,4,1.2703225468806487
30,5,1.2099160337780264
30,6,1.1832325739298428
30,7,1.3721273774874994
30,8,1.2436806922190264
30,9,0.4629952948548013
30,10,1.5513733285523537
30,11,1.5090621362774115
30,12,1.3357397532289652
30,13,1.5504828507157895
30,14,0.9630776626368678
30,15,1.0287408890273244
30,16,1.8089289683190368
30,17,1.710723771564596
30,18,1.267019864285152
30,19,1.7046782850520328
30,20,1.2427058120067798
30,21,2.0344218831659178
30,22,1.9310837079034262
30,23,1.660463312010744
30,24,1.4037163232727201
30,25,1.2684715570244676
30,26,1.5462767295954085
30,27,1.3210882136783237
30,28,2.0636794626329182
30,29,1.773085320200405
30,30,1.7907941766236333
31,1,2.126031639962715
31,2,3.0474078132904094
31,3,2.2114101834733813
31,4,2.744786532953654
31,5,2.7370234596051164
31,6,2.81167215951941
31,7,3.0198740253622507
31,8,2.4012888331666375
31,9,2.012274049559668
31,10,3.159437541924893
31,11,3.140401326959831
31,12,2.858253934719728
31,13,3.1284721454134803
31,14,2.499785963744114
31,15,2.677357849853722
31,16,3.3229694964716527
31,17,3.334112059559512
31,18,2.810255886608277
31,19,3.3035987269002725
31,20,2.7300004896333983
31,21,3.5573795430171367
31,22,3.5006063928091535
31,23,3.2773476793583622
31,24,3.0108461771926343
31,25,2.9007457804021524
31,26,3.153305533625043
31,27,2.944246955804417
31,28,3.5826877606295864
31,29,3.392131457990637
31,30,3.437540020453617
32,1,0.576409688067529
32,2,2.0270426840399915
32,3,1.1093426105375839
32,4,1.8287769515195267
32,5,1.2108082851099176
32,6,1.3793701215867114
32,7,1.725594530878839
32,8,0.8778761251990314
32,9,1.0486921916149856
32,10,1.6769079589215101
32,11,1.9111070258723772
32,12,1.8663776104542744
32,13,2.027501431690211
32,14,0.9928575064870482
32,15,1.3236944082834834
32,16,1.7775692031207784
32,17,1.866646088872734
32,18,1.2893503486648972
32,19,1.8061307912743512
32,20,1.1884505978882187
32,21,2.011802984212908
32,22,1.9756161337893536
32,23,2.083112977557298
32,24,1.8544008437325308
32,25,1.4707304282790759
32,26,1.9894594385768156
32,27,1.7510400663857144
32,28,2.03578611173781
32,29,1.9160593311774596
32,30,2.02746345502091
33,1,1.6568607001400493
33,2,2.155615374245168
33,3,2.0368559309096694
33,4,2.3060381777326735
33,5,1.0883693093351285
33,6,1.2427957748244556
33,7,1.5137880815557787
33,8,1.460683168136746
33,9,2.243513396950048
33,10,0.8959313035642608
33,11,1.6757615166807551
33,12,2.179851475429811
33,13,1.989610723647252
33,14,1.3356587217397382
33,15,1.480952844378336
33,16,0.4921652805833005
33,17,0.8832205506248888
33,18,1.0335746645345012
33,19,0.7572036840272464
33,20,1.0668554706409288
33,21,0.29354309864695616
33,22,0.5015914755514308
33,23,1.7819404819811837
33,24,1.8466932530302231
33,25,1.199080750893818
33,26,1.842182147071173
33,27,1.7618071091983938
33,28,0.26148821690786855
33,29,0.8259793353048804
33,30,1.106780828570284
34,1,1.6574148393172914
34,2,0.1300561136234204
34,3,0.8054872719370675
34,4,0.2156395810846137
34,5,1.439292301525164
34,6,1.0488323862727391
34,7,0.6465738464636486
34,8,2.0364331875152164
34,9,0.9369471406288469
34,10,1.2839283683279188
34,11,0.510570550757377
34,12,0.06086122051651927
34,13,0.2623693145704511
34,14,1.3594726739192027
34,15,0.852741332396738
34,16,1.7540361093300822
34,17,1.2789584909478044
34,18,1.4133163616136097
34,19,1.4053101022260506
34,20,1.5459870022941993
34,21,1.873186674019543
34,22,1.658624110586993
34,23,0.5050031165002002
34,24,0.3175255582575853
34,25,1.0387019217579399
34,26,0.37967015085168565
34,27,0.39986756966564907
34,28,1.9039503277146803
34,29,1.3407985789481058
34,30,1.1135020786671426
35,1,1.1591269256943375
35,2,1.6496417476295777
35,3,0.8238151212028902
35,4,1.358439156876864
35,5,1.5931908317527859
35,6,1.5314853740175354
35,7,1.6471030880472544
35,8,1.60657399333664
35,9,0.6124422124129573
35,10,1.9078800318322897
35,11,1.7474170230907262
35,12,1.4614745867197827
35,13,1.725571319159749
35,14,1.347514665649056
35,15,1.3504781075075887
35,16,2.189657115825556
35,17,2.0558299331351
35,18,1.647278242664556
35,19,2.0640140753901566
35,20,1.6295123741033974
35,21,2.4124534316585375
35,22,2.29923485652951
35,23,1.8776063453536647
35,24,1.6098729949895154
35,25,1.6117816495809225
35,26,1.751843154796055
35,27,1.5484356783058233
35,28,2.442207917892098
35,29,2.120648257637099
35,30,2.106640856293218
36,1,0.5702883997549447
36,2,1.6921873948970714
36,3,1.152870282608231
36,4,1.6870002245377331
36,5,0.20444180243105073
36,6,0.6106846073075134
36,7,1.096178012102978
36,8,0.5398311174219604
36,9,1.3102961336578263
36,10,0.6706006967743907
36,11,1.3259968186472066
36,12,1.621141663798387
36,13,1.5896841277351448
36,14,0.3270167807718365
36,15,0.7786751497461714
36,16,0.6331921911548094
36,17,0.8637246042973247
36,18,0.26610648210257776
36,19,0.747262393154873
36,20,0.09809797373475895
36,21,0.866815685464063
36,22,0.8547072565222477
36,23,1.5013599846239076
36,24,1.39643033548859
36,25,0.6622185487805253
36,26,1.4770826430936586
36,27,1.2770489484147722
36,28,0.8903086379909902
36,29,0.8894652718761792
36,30,1.1106858030262614
37,1,1.4217971284494169
37,2,1.5292049771417948
37,3,1.525022855823368
37,4,1.696188559020338
37,5,0.7792005049684996
37,6,0.7316667551912681
37,7,0.897951191564394
37,8,1.4151016035937705
37,9,1.746907773823267
37,10,0.3513506418604428
37,11,1.047971621838223
37,12,1.5630087122268381
